,term,causal,coef,antonyms,antonym_source
1624,minutes,0,0.561,{},empty
1625,gets,0,-0.544,"{'voice': 0.333, 'fire': 0.236, 'block': 0.313, 'end': 0.428, 'leave': 0.224, 'rise': 0.159, 'attack': 0.28, 'increase': 0.226, 'minor': 1.043, 'welcome': 0.267, 'beginning': 0.199, 'better': 0.257, 'tasteful': 0.224, 'promote': 0.244, 'issue': 0.816, 'praise': 0.513, 'figure': 1.145}",synonym_antonym
1626,isn,0,-0.53,{},empty
1627,starts,0,0.522,"{'stay': -0.999, 'avoid': -0.855, 'unimpressive': -0.462, 'lose': -0.328, 'miss': -0.35, 'fail': -0.441}",synonym_antonym
1628,instead,0,0.518,{},empty
1629,times,0,-0.507,{'day': 0.351},antonym
1630,course,0,0.507,"{'wrong': -0.539, 'fail': -0.441, 'ready': -0.227, 'lose': -0.328, 'studio': -0.411}",synonym_antonym
1631,made,0,0.504,{'custom-made': 0.0},oov_antonym
1632,without,0,-0.497,{},empty
1633,script,0,0.487,{'erase': 0.0},oov_antonym
1634,didn,0,-0.483,{},empty
1635,entertainment,1,0.482,{},empty
1636,effects,0,0.477,{},empty
1637,romance,0,-0.472,{'rise': 0.159},antonym
1638,american,0,-0.471,{},empty
1639,trash,1,-0.466,{'heat': 0.0},oov_antonym
1640,lady,0,0.458,{'husband': -0.238},synonym_antonym
1641,america,0,-0.457,{},empty
1642,recommend,0,-0.455,"{'rise': 0.159, 'follow': 0.245, 'praise': 0.513}",synonym_antonym
1643,my,0,-0.453,{},empty
1644,cast,0,-0.452,{'raise': 0.173},antonym
1645,taken,0,0.452,{'unaffected': -0.197},synonym_antonym
1646,daughter,0,0.449,"{'defeat': -0.193, 'lose': -0.328, 'husband': -0.238}",synonym_antonym
1647,don,0,-0.448,{'undress': 0.0},oov_antonym
1648,heart,0,-0.446,"{'pleasure': 0.408, 'happiness': 0.323}",synonym_antonym
1649,okay,0,0.442,"{'forward': -0.403, 'uneven': -0.404}",synonym_antonym
1650,bit,0,-0.437,{'activity': 0.0},oov_antonym
1651,killed,0,0.434,{'sit': -0.259},antonym
1652,spent,0,0.434,{'unexhausted': 0.0},oov_antonym
1653,camera,0,0.433,"{'continue': -0.156, 'free': -0.331}",antonym
1654,making,0,0.432,{'loud': -0.75},synonym_antonym
1655,acts,0,0.432,{},empty
1656,away,0,-0.431,{'right': 0.233},antonym
1657,down,0,-0.43,{'up': 0.0},oov_antonym
1658,alone,0,0.424,"{'wrong': -0.539, 'no': -0.644}",synonym_antonym
1659,utter,0,-0.424,{'high': 0.418},antonym
1660,worthy,1,0.422,"{'evil': -0.415, 'worthless': -0.359}",antonym
1661,pace,0,-0.42,{'fast': 0.376},synonym_antonym
1662,most,0,-0.418,{'natural': 0.186},antonym
1663,high,0,0.418,"{'inferior': -0.644, 'low': -0.399}",antonym
1664,feelings,0,-0.417,{'sensitive': 0.392},antonym
1665,mostly,0,-0.412,{},empty
1666,studio,0,-0.411,{'fire': 0.236},synonym_antonym
1667,although,0,-0.41,{},empty
1668,movie,0,0.409,"{'dislike': -0.877, 'color': -0.857, 'dull': -1.881, 'unattractive': -0.345, 'continue': -0.156, 'stay': -0.999, 'loud': -0.75, 'unrealistic': -0.503, 'false': -1.067, 'optimistic': -0.321, 'unreal': -0.428, 'ugly': -0.681, 'lack': -0.445}",synonym_antonym
1669,call,0,-0.405,"{'middle': 0.194, 'praise': 0.513, 'forget': 1.261}",synonym_antonym
1670,aren,0,-0.403,{},empty
1671,politics,0,-0.399,{'activation': 0.0},oov_antonym
1672,theater,0,0.394,{},empty
1673,parts,0,-0.392,{'disagree': 0.225},synonym_antonym
1674,vision,0,-0.392,{'real': 0.164},synonym_antonym
1675,suppose,0,0.391,{'exclude': 0.0},oov_antonym
1676,premise,0,0.389,{},empty
1677,viewing,0,-0.388,{'hide': 0.0},oov_antonym
1678,try,0,0.388,"{'ride': -0.272, 'avoid': -0.855, 'worst': -2.915, 'miss': -0.35, 'inferior': -0.644, 'stay': -0.999, 'standard': -0.167, 'fail': -0.441, 'fall': -0.154, 'please': -0.395, 'calm': -0.168, 'curse': -0.19}",synonym_antonym
1679,direction,0,0.388,"{'ride': -0.272, 'empty': -0.278, 'attract': -0.292}",synonym_antonym
1680,church,0,0.388,{'thick': -0.335},antonym
1681,agent,0,-0.384,{'brand-name drug': 0.0},oov_antonym
1682,average,0,-0.383,{'abnormal': 0.0},oov_antonym
1683,verhoeven,0,-0.382,{},empty
1684,especially,0,-0.382,{},empty
1685,pretty,0,0.381,{'unattractive': -0.345},antonym
1686,into,0,-0.381,{},empty
1687,fast,0,0.376,{'slow': -0.744},antonym
1688,shouldn,0,-0.375,{},empty
1689,somewhat,0,-0.372,"{'unfairly': 1.179, 'extraordinary': 0.249}",antonym
1690,strange,1,-0.367,{'well': 0.671},antonym
1691,jim,0,-0.367,{},empty
1692,opinion,0,0.366,"{'continue': -0.156, 'birth': -0.177}",synonym_antonym
1693,30,0,0.366,{'all': -0.429},synonym_antonym
1694,anime,0,-0.364,{},empty
1695,acting,0,0.358,"{'fail': -0.441, 'inner': -0.793, 'functional': -0.159}",synonym_antonym
1696,involved,0,0.358,"{'bad': -1.959, 'unlucky': -0.327}",synonym_antonym
1697,word,0,0.358,"{'same': -0.222, 'lack': -0.445, 'inferior': -0.644, 'take': -0.165, 'worst': -2.915, 'stretch': -0.156}",synonym_antonym
1698,somewhere,0,0.357,{},empty
1699,sean,0,0.356,{},empty
1700,spirit,0,-0.355,{'aware': 0.282},synonym_antonym
1701,poignant,0,0.353,{'unmoving': 0.0},oov_antonym
1702,he,0,-0.353,{'software': 0.0},oov_antonym
1703,knowledge,0,0.351,{'ability': -0.814},antonym
1704,60s,0,0.35,{'all': -0.429},synonym_antonym
1705,miss,0,-0.35,{'better': 0.257},synonym_antonym
1706,say,0,0.35,"{'gain': -0.286, 'lack': -0.445, 'hold': -0.359, 'union': -0.225, 'accept': -0.365, 'absent': -0.845, 'take': -0.165, 'mature': -0.179, 'immature': -0.17, 'proud': -0.205, 'sit': -0.259, 'stay': -0.999, 'future': -0.315, 'lose': -0.328}",synonym_antonym
1707,fans,0,-0.349,{'superior': 0.431},antonym
1708,life,0,-0.347,{'ill health': 0.0},oov_antonym
1709,core,0,-0.346,{'right': 0.233},antonym
1710,came,0,-0.346,{'leave': 0.224},antonym
1711,satisfying,1,0.346,{'unwholesome': 0.0},oov_antonym
1712,appearance,0,-0.346,{'beauty': 0.508},antonym
1713,island,0,-0.342,"{'national': 0.179, 'leave': 0.224, 'figure': 1.145}",synonym_antonym
1714,impression,0,0.341,"{'inferior': -0.644, 'stay': -0.999}",antonym
1715,satisfied,1,0.34,{'discontented': 0.0},oov_antonym
1716,english,0,-0.34,{},empty
1717,footage,0,-0.34,{'positive': 0.771},synonym_antonym
1718,directors,0,-0.338,{},empty
1719,own,0,-0.337,{'objective': 0.332},antonym
1720,god,0,0.337,{'irreligious': 0.0},oov_antonym
1721,african,0,-0.333,{'male': 0.267},antonym
1722,few,0,-0.331,"{'many': 0.203, 'more': 0.254}",antonym
1723,douglas,0,-0.33,{},empty
1724,sort,0,0.33,"{'dislike': -0.877, 'hard': -0.5, 'young': -0.295}",synonym_antonym
1725,continuity,0,0.329,{'thick': -0.335},synonym_antonym
1726,christopher,0,0.328,{},empty
1727,lose,0,-0.328,{'win': 0.235},synonym_antonym
1728,scary,0,0.328,{'unalarming': 0.0},oov_antonym
1729,form,0,-0.328,"{'truth': 0.156, 'pro': 0.178, 'child': 0.367, 'end': 0.428}",synonym_antonym
1730,song,0,-0.328,"{'soft': 0.905, 'praise': 0.513, 'attack': 0.28, 'happiness': 0.323, 'beginning': 0.199, 'middle': 0.194, 'relax': 0.853, 'professional': 0.89, 'cool': 0.838}",synonym_antonym
1731,worth,1,-0.327,{'unworthy': 0.0},oov_antonym
1732,necessary,0,0.327,{'old': -0.252},synonym_antonym
1733,value,0,0.326,{'inessentiality': 0.0},oov_antonym
1734,everything,0,0.326,{},empty
1735,but,0,-0.326,{'multiple': 0.0},oov_antonym
1736,guys,0,0.325,{'woman': -0.286},antonym
1737,ending,0,-0.324,"{'beginning': 0.199, 'middle': 0.194, 'block': 0.313}",synonym_antonym
1738,during,0,0.324,{},empty
1739,oh,0,0.322,{},empty
1740,college,0,0.322,{'thin': 0.0},oov_antonym
1741,fear,0,-0.321,{'timid': 0.218},antonym
1742,elements,0,-0.321,"{'success': 0.485, 'rise': 0.159}",synonym_antonym
1743,hallmark,0,0.32,{'incompatibility': 0.0},oov_antonym
1744,someone,0,0.319,{'loser': -0.469},antonym
1745,why,0,0.319,{'stay': -0.999},synonym_antonym
1746,planet,0,0.319,"{'inner': -0.793, 'father': -0.167}",antonym
1747,china,0,-0.319,{},empty
1748,aspects,0,-0.318,{'figure': 1.145},antonym
1749,supported,0,-0.318,"{'high': 0.418, 'superior': 0.431}",synonym_antonym
1750,talking,0,-0.317,"{'praise': 0.513, 'hoot': 0.237, 'yelling': 0.337, 'meaningful': 0.45, 'rise': 0.159}",synonym_antonym
1751,so,0,0.317,{},empty
1752,dimensional,0,-0.317,{'unidimensional': 0.0},oov_antonym
1753,your,0,0.315,{'ineffective': -1.062},synonym_antonym
1754,comedies,0,-0.315,"{'natural': 0.186, 'comedy': 0.592}",synonym_antonym
1755,20,0,0.315,"{'ignore': -0.158, 'all': -0.429}",synonym_antonym
1756,title,0,-0.315,{'cause to sleep': 0.0},oov_antonym
1757,future,0,-0.315,"{'present': 0.661, 'day': 0.351, 'fresh': 0.345}",synonym_antonym
1758,chinese,0,-0.315,{},empty
1759,block,0,0.313,{'stay': -0.999},antonym
1760,issues,0,-0.313,{'focus': 0.208},antonym
1761,these,0,-0.312,{},empty
1762,almost,0,-0.312,"{'natural': 0.186, 'cool': 0.838}",synonym_antonym
1763,long,0,0.312,{'little': -0.289},synonym_antonym
1764,did,0,0.312,{'tightness': 0.0},oov_antonym
1765,underwhelming,1,-0.311,{},empty
1766,stuck,0,0.311,{'unperplexed': 0.0},oov_antonym
1767,shocking,0,0.31,{'unsensational': 0.0},oov_antonym
1768,able,0,-0.308,{'powerful': 1.169},synonym_antonym
1769,smith,0,-0.306,{},empty
1770,highlight,0,0.306,{'general': -0.433},antonym
1771,listening,0,0.305,{'ground': -0.172},antonym
1772,ends,0,0.302,"{'stay': -0.999, 'fall': -0.154}",synonym_antonym
1773,certainly,0,0.301,{'uncertainty': 0.0},oov_antonym
1774,michael,0,-0.301,{},empty
1775,hackman,0,0.3,{},empty
1776,casting,0,-0.3,"{'light': 0.157, 'raise': 0.173}",synonym_antonym
1777,ll,0,-0.299,{},empty
1778,street,0,0.299,{},empty
1779,slasher,0,0.298,{'weak': -0.894},synonym_antonym
1780,won,0,-0.298,{},empty
1781,watch,0,0.298,"{'worry': -0.183, 'lose': -0.328}",antonym
1782,mission,0,-0.297,{'finish': 0.874},synonym_antonym
1783,sat,0,0.297,{'rest day': 0.0},oov_antonym
1784,ask,0,0.297,{'slow': -0.744},synonym_antonym
1785,coming,0,0.296,{'fall': -0.154},synonym_antonym
1786,lovers,0,0.296,{'unknot': 0.0},oov_antonym
1787,lacking,1,-0.295,{'adequate': 0.0},oov_antonym
1788,mainly,0,0.295,{'specifically': 0.0},oov_antonym
1789,friends,0,-0.294,"{'male': 0.267, 'nice': 0.42}",synonym_antonym
1790,execution,0,0.294,"{'add': -0.34, 'humorless': -0.308, 'cold': -0.46, 'bore': -0.785, 'hire': -0.155, 'take': -0.165}",synonym_antonym
1791,bond,0,-0.292,{'repulsion': 0.0},oov_antonym
1792,smaller,0,-0.291,{'high': 0.418},antonym
1793,wasn,0,0.29,{},empty
1794,graphics,0,-0.289,{},empty
1795,little,0,-0.289,"{'superior': 0.431, 'high': 0.418, 'important': 0.151, 'former': 0.8, 'light': 0.157, 'die': 0.407, 'more': 0.254, 'strong': 0.651, 'long': 0.312, 'natural': 0.186}",synonym_antonym
1796,kid,0,-0.288,{},empty
1797,bits,0,-0.287,{'activity': 0.0},oov_antonym
1798,within,0,-0.287,{'outside': 0.0},oov_antonym
1799,surprises,0,-0.287,"{'rise': 0.159, 'follow': 0.245, 'middle': 0.194, 'high': 0.418, 'intense': 0.572}",synonym_antonym
1800,amazed,1,0.285,{'inner': -0.793},synonym_antonym
1801,result,0,0.285,{'death': -0.173},antonym
1802,gun,0,0.284,{'defense': -0.334},antonym
1803,hair,0,0.284,{'stay': -0.999},antonym
1804,drinking,0,0.283,{},empty
1805,himself,0,-0.283,{},empty
1806,becomes,0,0.282,"{'lose': -0.328, 'humorless': -0.308, 'stay': -0.999, 'hard': -0.5, 'ride': -0.272, 'fall': -0.154}",synonym_antonym
1807,an,0,0.281,{'foe': 0.0},oov_antonym
1808,jobs,0,-0.281,"{'human': 0.489, 'strong': 0.651, 'right': 0.233, 'fire': 0.236, 'buy': 0.169, 'finish': 0.874, 'forget': 1.261, 'clean': 0.79, 'beginning': 0.199, 'middle': 0.194}",synonym_antonym
1809,too,0,-0.28,{},empty
1810,there,0,0.279,{'studio': -0.411},antonym
1811,family,0,-0.279,"{'parent': 0.162, 'child': 0.367, 'finish': 0.874, 'end': 0.428}",synonym_antonym
1812,subtitles,0,-0.278,"{'block': 0.313, 'freeze': 0.24}",antonym
1813,cleverly,1,0.276,{},empty
1814,lighting,0,0.276,{'significant': -0.198},synonym_antonym
1815,names,0,0.275,{},empty
1816,meets,0,-0.274,"{'increase': 0.226, 'silence': 0.165, 'disagree': 0.225}",synonym_antonym
1817,tired,1,-0.273,"{'new': 0.213, 'early': 0.361, 'middle': 0.194, 'smart': 0.833, 'distinct': 0.159, 'fresh': 0.345, 'coherent': 0.182, 'energetic': 0.266, 'focus': 0.208, 'colorful': 0.252}",synonym_antonym
1818,fully,0,0.273,{'empty': -0.278},antonym
1819,author,0,0.273,{},empty
1820,humor,0,-0.273,"{'well': 0.671, 'natural': 0.186, 'genuine': 0.174, 'finish': 0.874, 'successful': 0.395, 'leave': 0.224, 'honest': 0.387, 'right': 0.233, 'correct': 0.447, 'addition': 0.382}",synonym_antonym
1821,ride,0,-0.272,{'disagree': 0.225},antonym
1822,com,0,-0.272,{},empty
1823,gold,0,0.272,{'inexpensiveness': 0.0},oov_antonym
1824,wanted,0,0.272,{'cold': -0.46},antonym
1825,battle,0,-0.272,{'rise': 0.159},synonym_antonym
1826,versus,0,0.272,{},empty
1827,tragic,0,-0.271,"{'glad': 0.39, 'good': 1.191}",antonym
1828,visuals,0,-0.27,{},empty
1829,incredibly,0,0.27,{'probably': -0.531},synonym_antonym
1830,merely,0,0.268,{'wrong': -0.539},synonym_antonym
1831,considered,0,0.268,{'ill-advised': 0.0},oov_antonym
1832,else,0,0.268,{},empty
1833,male,0,0.267,{'female': 0.0},oov_antonym
1834,courage,0,-0.266,{'timid': 0.218},synonym_antonym
1835,unenjoyable,1,-0.266,{},empty
1836,neurotic,0,-0.266,{'male': 0.267},synonym_antonym
1837,cinematic,0,0.266,{},empty
1838,what,0,-0.266,{},empty
1839,possible,0,0.265,"{'impossible': -0.543, 'unrealistic': -0.503}",antonym
1840,deserves,1,0.265,{'miss': -0.35},synonym_antonym
1841,message,0,-0.264,{'finish': 0.874},antonym
1842,least,0,-0.263,{'most': 0.0},oov_antonym
1843,de,0,0.263,{},empty
1844,week,0,-0.262,"{'beginning': 0.199, 'middle': 0.194, 'praise': 0.513}",antonym
1845,turning,0,0.261,"{'death': -0.173, 'birth': -0.177}",synonym_antonym
1846,post,0,-0.26,{'disarrange': 0.0},oov_antonym
1847,gene,0,0.259,{},empty
1848,mouth,0,0.259,"{'future': -0.315, 'take': -0.165}",antonym
1849,along,0,-0.259,{'off': 0.0},oov_antonym
1850,1980,0,-0.258,{},empty
1851,played,0,-0.257,"{'figure': 1.145, 'end': 0.428, 'better': 0.257, 'issue': 0.816, 'success': 0.485, 'ahead': 0.79, 'attack': 0.28, 'praise': 0.513, 'opening': 0.234, 'rise': 0.159}",synonym_antonym
1852,towards,0,-0.256,{},empty
1853,such,0,0.256,"{'little': -0.289, 'less': -0.302}",antonym
1854,imdb,0,0.256,{},empty
1855,watchable,0,0.255,{},empty
1856,chosen,0,-0.254,{'competent': 0.191},antonym
1857,explore,0,-0.253,{'inactivity': 0.0},oov_antonym
1858,evening,0,0.253,{'night': -0.394},antonym
1859,web,0,-0.252,{'truth': 0.156},antonym
1860,taught,0,0.252,{},empty
1861,old,0,-0.252,"{'new': 0.213, 'current': 0.363, 'present': 0.661, 'fresh': 0.345}",antonym
1862,folks,0,-0.251,"{'child': 0.367, 'parent': 0.162, 'absolute': 0.236}",synonym_antonym
1863,hidden,0,0.251,{'visible': 0.0},oov_antonym
1864,limited,0,-0.25,{'unlimited': 0.0},oov_antonym
1865,missed,0,-0.249,{'clear': 0.402},antonym
1866,sucks,1,-2.125,{'cool': 0.838},synonym_antonym
1867,pointless,1,-2,{'necessary': 0.327},antonym
1868,beautifully,1,1.506,{'unattractively': 0.0},oov_antonym
1869,nowhere,0,-1.442,{'prominence': 0.0},oov_antonym
1870,thrilled,0,1.42,{'unexcited': 0.0},oov_antonym
1871,unwatchable,0,-1.372,{},empty
1872,barely,0,-1.317,{'ample': 0.0},oov_antonym
1873,mildly,0,-1.303,{},empty
1874,abysmal,0,-1.297,{'high': 0.418},antonym
1875,horribly,0,-1.279,{},empty
1876,idiotic,1,-1.262,{'sane': 0.0},oov_antonym
1877,delightfully,1,1.212,{},empty
1878,bored,1,-1.191,{'rested': 0.0},oov_antonym
1879,offensive,1,-1.191,{'unoffending': 0.0},oov_antonym
1880,enhanced,0,1.181,{'decreased': 0.0},oov_antonym
1881,unfairly,0,1.179,{'fairly': 0.0},oov_antonym
1882,uninspiring,1,-1.167,{},empty
1883,despised,0,-1.156,"{'loved': 1.034, 'wanted': 0.272}",antonym
1884,yuck,0,-1.133,{},empty
1885,overdone,1,-1.129,{'moderate': 0.0},oov_antonym
1886,bothered,1,-1.126,{'composed': 0.0},oov_antonym
1887,embarrassingly,0,-1.126,{},empty
1888,delighted,1,1.104,{'displeased': 0.0},oov_antonym
1889,greatness,1,1.091,{'unimportance': 0.0},oov_antonym
1890,intrigued,1,1.081,{},empty
1891,headache,1,-1.079,{'light': 0.157},synonym_antonym
1892,compelling,0,1.076,{'ineffective': -1.062},antonym
1893,btw,0,1.071,{},empty
1894,embarrassed,0,-1.069,{'composed': 0.0},oov_antonym
1895,FALSE,0,-1.067,"{'honest': 0.387, 'right': 0.233, 'correct': 0.447, 'genuine': 0.174}",antonym
1896,se7en,0,-1.062,{},empty
1897,anymore,0,-1.062,{},empty
1898,ineffective,1,-1.062,"{'effective': 0.393, 'powerful': 1.169}",synonym_antonym
1899,duds,0,-1.055,{'refresh': 0.0},oov_antonym
1900,subpar,0,-1.054,{},empty
1901,disjointed,1,-1.051,{'coherent': 0.182},antonym
1902,disappointingly,1,-1.017,{},empty
1903,technology,0,1.005,{},empty
1904,badass,0,1.004,{},empty
1905,inept,1,-1.003,{'competent': 0.191},antonym
1906,removed,0,-0.99,{'close': 0.0},oov_antonym
1907,admirably,1,0.988,{'evil': -0.415},synonym_antonym
1908,wooden,0,-0.987,{'soft': 0.905},antonym
1909,wisely,1,0.983,{'foolishly': 0.0},oov_antonym
1910,splitting,0,0.976,{'hard': -0.5},synonym_antonym
1911,confrontation,0,-0.974,"{""gentlemen's agreement"": 0.0}",oov_antonym
1912,irritated,1,-0.971,{'pleased': 0.526},antonym
1913,hk,0,0.968,{},empty
1914,weekend,0,0.967,"{'please': -0.395, 'night': -0.394, 'dull': -1.881, 'bright': -1.022}",synonym_antonym
1915,mindless,1,-0.958,{'intellectual': 0.0},oov_antonym
1916,harder,0,-0.957,{'easy': 0.679},antonym
1917,delivery,0,0.956,"{'calm': -0.168, 'empty': -0.278, 'hire': -0.155, 'death': -0.173, 'walk': -0.203}",synonym_antonym
1918,heartwarming,0,0.946,{'unmoving': 0.0},oov_antonym
1919,underground,0,0.944,{'public': -0.325},antonym
1920,camilla,0,0.943,{},empty
1921,groaning,0,-0.938,{'high': 0.418},synonym_antonym
1922,devil,0,-0.934,{},empty
1923,shameless,0,-0.93,{'ashamed': 0.312},antonym
1924,unnecessarily,0,-0.921,{},empty
1925,amused,1,0.916,{'humble': -0.25},antonym
1926,gorgeous,1,0.912,"{'ugly': -0.681, 'unattractive': -0.345}",antonym
1927,frankenstein,0,-0.909,{'inactiveness': 0.0},oov_antonym
1928,inconsistent,1,-0.907,{'reconcilable': 0.0},oov_antonym
1929,flawed,1,-0.905,{'perfect': 1.101},antonym
1930,punishment,0,-0.903,"{'praise': 0.513, 'reward': 0.226, 'end': 0.428}",synonym_antonym
1931,rubbish,1,-0.902,"{'dry': 0.197, 'buy': 0.169, 'increase': 0.226}",synonym_antonym
1932,watcher,0,0.902,"{'ugly': -0.681, 'loser': -0.469}",synonym_antonym
1933,stopped,0,-0.901,{'unobstructed': 0.0},oov_antonym
1934,scares,0,-0.898,"{'timid': 0.218, 'better': 0.257, 'sexual': 0.362, 'hope': 0.205, 'raise': 0.173}",synonym_antonym
1935,inane,1,-0.898,{'wise': 0.0},oov_antonym
1936,soars,0,0.895,{'fall': -0.154},antonym
1937,contempt,0,-0.894,{'love': 1.129},synonym_antonym
1938,flawlessly,1,0.891,{'dirty': 0.0},oov_antonym
1939,qualifies,0,0.879,{'abnormality': 0.0},oov_antonym
1940,korean,0,0.875,{},empty
1941,captivated,0,0.874,{'unloving': 0.0},oov_antonym
1942,weren,0,-0.871,{},empty
1943,drivel,0,-0.87,{},empty
1944,attended,0,0.87,{'uncared-for': 0.0},oov_antonym
1945,eight,0,0.868,{'add': -0.34},antonym
1946,tax,0,-0.864,{'relax': 0.853},antonym
1947,amazingly,1,0.86,{},empty
1948,scared,0,0.849,{'unafraid': 0.0},oov_antonym
1949,fun,1,0.849,{'frivolity': 0.0},oov_antonym
1950,br,0,-0.848,{'fresh water': 0.0},oov_antonym
1951,terror,0,0.847,{'courage': -0.266},synonym_antonym
1952,somehow,0,-0.847,{},empty
1953,thank,0,-0.845,"{'welcome': 0.267, 'forget': 1.261}",antonym
1954,bikini,0,-0.843,{},empty
1955,wrote,0,-0.842,"{'disagree': 0.225, 'cool': 0.838, 'praise': 0.513}",synonym_antonym
1956,cool,0,0.838,{'wet': -0.313},antonym
1957,ridiculously,1,-0.837,{},empty
1958,mis,0,-0.837,{'untwine': 0.0},oov_antonym
1959,17,0,-0.833,{'ordinal': 0.0},oov_antonym
1960,messed,1,-0.833,{'orderliness': 0.0},oov_antonym
1961,rousing,0,0.827,"{'uninteresting': -0.361, 'unimpressive': -0.462}",synonym_antonym
1962,nuclear,0,0.826,{'conventional': 0.0},oov_antonym
1963,grisham,0,-0.825,{},empty
1964,frustration,1,-0.825,"{'beginning': 0.199, 'success': 0.485}",synonym_antonym
1965,marvelously,1,0.821,"{'unimpressive': -0.462, 'inferior': -0.644}",synonym_antonym
1966,disappoints,1,-0.821,"{'rise': 0.159, 'raise': 0.173, 'end': 0.428, 'success': 0.485, 'clean': 0.79, 'attack': 0.28, 'praise': 0.513}",synonym_antonym
1967,ain,0,-0.82,{'objective': 0.332},antonym
1968,handing,0,-0.82,"{'right': 0.233, 'better': 0.257, 'promote': 0.244}",synonym_antonym
1969,rewarded,0,0.82,{'take': -0.165},synonym_antonym
1970,issue,0,0.816,{'tune': -0.162},antonym
1971,executive,0,0.816,{},empty
1972,clichéd,1,-0.815,{},empty
1973,wtf,0,-0.815,{},empty
1974,triumph,0,0.814,{'birth': -0.177},antonym
1975,excellence,1,0.813,{},empty
1976,avoided,0,-0.813,{'truth': 0.156},antonym
1977,faster,0,-0.812,{},empty
1978,luck,0,-0.808,{'success': 0.485},antonym
1979,frontal,0,-0.804,{'posterior': 0.0},oov_antonym
1980,maria,0,0.804,{'miss': -0.35},synonym_antonym
1981,entertain,1,0.802,{'lose': -0.328},antonym
1982,sky,0,-0.801,{'national': 0.179},antonym
1983,caricatures,0,0.801,{'formalism': 0.0},oov_antonym
1984,suck,1,-0.801,{'cool': 0.838},synonym_antonym
1985,extended,0,0.8,{'little': -0.289},synonym_antonym
1986,uphill,0,0.798,{'fall': -0.154},antonym
1987,pops,0,0.795,"{'stay': -0.999, 'miss': -0.35}",synonym_antonym
1988,uncomfortable,1,-0.795,"{'soft': 0.905, 'sensitive': 0.392, 'superior': 0.431, 'best': 1.267, 'better': 0.257, 'good': 1.191, 'easy': 0.679, 'happy': 0.522, 'cool': 0.838, 'harmless': 0.257}",synonym_antonym
1989,feats,0,-0.793,"{'best': 1.267, 'male': 0.267}",synonym_antonym
1990,documentaries,0,0.793,"{'unrealistic': -0.503, 'false': -1.067}",antonym
1991,touching,0,0.793,{'unmoving': 0.0},oov_antonym
1992,clown,0,0.792,"{'humorless': -0.308, 'wise': -0.886}",antonym
1993,purchased,0,0.791,"{'take': -0.165, 'lose': -0.328}",synonym_antonym
1994,ideal,0,0.791,{'imperfect': 0.0},oov_antonym
1995,clean,0,0.79,"{'old': -0.252, 'stale': -0.503}",synonym_antonym
1996,market,0,-0.79,{'inactivity': 0.0},oov_antonym
1997,repugnant,1,-0.787,"{'clean': 0.79, 'lovable': 0.327}",antonym
1998,depiction,0,0.785,{},empty
1999,sin,0,0.783,{'stay': -0.999},antonym
2000,inexplicably,1,-0.779,{},empty
2001,ranks,0,0.777,{'unsteady': 0.0},oov_antonym
2002,thats,0,-0.776,{},empty
2003,1930,0,-0.776,{},empty
2004,pleasantly,1,0.774,{'disagreeably': 0.0},oov_antonym
2005,kevin,0,-0.773,{},empty
2006,trio,0,0.771,{'start': -0.201},synonym_antonym
2007,bo,0,-0.77,"{'poverty': 0.231, 'asset': 0.205}",synonym_antonym
2008,york,0,0.769,{'queen': -0.209},antonym
2009,fantastical,1,0.768,"{'unimpressive': -0.462, 'inferior': -0.644}",synonym_antonym
2010,superficial,1,-0.767,{'careful': 0.288},antonym
2011,sellers,0,-0.766,{'inactivity': 0.0},oov_antonym
2012,chaotic,1,-0.766,{'successful': 0.395},synonym_antonym
2013,village,0,-0.766,{},empty
2014,process,0,0.765,"{'fall': -0.154, 'ending': -0.324}",antonym
2015,sloppy,0,-0.764,{'pure': 0.442},antonym
2016,peckinpah,0,-0.764,{},empty
2017,news,0,0.763,{'gain': -0.286},synonym_antonym
2018,wiz,0,0.763,"{'lack': -0.445, 'inferior': -0.644}",antonym
2019,unpopular,0,-0.762,{'popular': 0.179},antonym
2020,dynamic,0,0.761,{'dull': -1.881},antonym
2021,breasts,0,0.761,{'father': -0.167},antonym
2022,celebrities,0,-0.76,{'cool': 0.838},antonym
2023,guide,0,-0.754,"{'right': 0.233, 'truth': 0.156, 'follow': 0.245, 'extraordinary': 0.249, 'block': 0.313, 'focus': 0.208}",synonym_antonym
2024,europeans,0,0.754,{},empty
2025,naturally,0,0.753,{'unnaturally': 0.0},oov_antonym
2026,root,0,0.751,{'tail': 0.0},oov_antonym
2027,solo,0,0.75,{'inactivity': 0.0},oov_antonym
2028,billion,0,-0.75,{'ordinal': 0.0},oov_antonym
2029,handed,0,-0.746,{'handless': 0.0},oov_antonym
2030,greatly,0,0.744,{},empty
2031,memories,0,-0.741,{'issue': 0.816},antonym
2032,dismal,0,-0.741,{'happy': 0.522},antonym
2033,artificial,0,-0.74,"{'natural': 0.186, 'genuine': 0.174}",antonym
2034,unlikeable,1,-0.74,{'kind': 0.528},antonym
2035,intrigue,0,0.738,{},empty
2036,miraglia,0,0.737,{},empty
2037,hurting,0,0.735,"{'stupid': -1.579, 'unintelligent': -0.471}",antonym
2038,misses,0,-0.733,{'better': 0.257},synonym_antonym
2039,horrific,0,-0.733,{'good': 1.191},antonym
2040,guest,0,0.733,{},empty
